,ID Number COSPAR,Satellite Name,Country of Operator/Owner,Operator/Owner,Country of Contractor,Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Period (minutes),Expected Lifetime (yrs.),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Launch Site,Launch Vehicle,Launch Year,Launch Month,Launch Mass Categories,Expected Lifetime Categories,Period Categories
1726,2019-067B,MEV-1 (Mission Extension Vehicle-1),United States of America,Space Logistics LLC,United States of America,Northrup Grumman Innovation Systems,Commercial,Mission Extension Technology,,GEO,,1450.1,13.0,2875.0,,,Baikonur Cosmodrome,Proton,2019,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1727,2020-056B,MEV-2 (Mission Extension Vehicle-2),United States of America,Space Logistics LLC,United States of America,Northrup Grumman Innovation Systems,Commercial,Mission Extension Technology,,GEO,,1450.1,13.0,2875.0,,,Guiana Space Center,Ariane 5,2020,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1728,2012-075B,Mexsat-3 (Mexsat Bicentenario),Mexico,Mexico Telecomm,United States of America,Orbital Sciences Corp.,Multi Users,Communications,,GEO,,1436.16,15.0,2900.0,,3500,Guiana Space Center,Atlas 5 ECA,2012,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1729,2015-056A,Mexsat-3 (Morelos-3),Mexico,Mexico Telecomm,United States of America,Boeing Satellite Systems,Government,Communications,,GEO,,1436.06,15.0,5325.0,,,Cape Canaveral,Atlas 5,2015,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1734,1994-009A,"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",United States of America,US Air Force,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1436.13,10.0,4536.0,,8000,Cape Canaveral,Titan 4A,1994,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1735,2001-009A,"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",United States of America,US Air Force,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1435.04,12.0,4536.0,,8000,Cape Canaveral,Titan 4B,2001,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1736,2002-001A,"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",United States of America,US Air Force,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1436.12,12.0,4536.0,,8000,Cape Canaveral,Titan 4B,2002,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1737,2003-012A,Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),United States of America,US Air Force,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1436.13,12.0,4536.0,,8000,Cape Canaveral,Titan 4B,2003,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1752,2012-009A,MUOS-1 (Mobile User Objective System 1),United States of America,DoD/US Navy,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1436.1,12.0,6804.0,,,Cape Canaveral,Atlas 5,2012,2,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1753,2013-036A,MUOS-2 (Mobile User Objective System 2),United States of America,DoD/US Navy,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1436.1,12.0,6804.0,,,Cape Canaveral,Atlas 5,2013,7,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1754,2015-002A,MUOS-3 (Mobile User Objective System 3),United States of America,DoD/US Navy,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1436.1,13.0,6804.0,3812,,Cape Canaveral,Atlas 5,2015,1,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1755,2015-044A,MUOS-4 (Mobile User Objective System 4),United States of America,DoD/US Navy,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1436.1,13.0,6804.0,,,Cape Canaveral,Atlas 5,2015,9,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1756,2016-041A,MUOS-5 (Mobile User Objective System 5),United States of America,DoD/US Navy,United States of America,Lockheed Martin Missiles & Space,Military,Communications,,GEO,,1436.1,13.0,6804.0,,,Cape Canaveral,Atlas 5,2016,6,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1814,2011-077A,NigComSat-1R,Nigeria,NigComSat,China,China Academy of Space Technology (CAST),Commercial,Communications,,GEO,,1436.1,15.0,5150.0,,,Xichang Satellite Launch Center,Long March 3B,2011,12,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1817,2010-037A,Nilesat 201,Egypt,Egyptian Radio and TV Union,France,Thales Alenia Space,Government,Communications,,GEO,,1436.23,15.0,3200.0,1700,"3,700 (EOL)",Guiana Space Center,Ariane 5,2010,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1818,2022-061A,Nilesat 301,Egypt,Egyptian Radio and TV Union,France,Thales Alenia Space,Government,Communications,,GEO,,98.3,15.0,3500.0,,,Cape Canaveral,Falcon 9,2022,6,Medium Weight Satellites,Long Expected Lifetime,Fast Rotation Period
1819,2008-044A,Nimiq 4,Canada,"Telesat Canada Ltd. (BCE, Inc.)",France,EADS Astrium,Commercial,Communications,,GEO,,1436.1,15.0,4850.0,,12000,Baikonur Cosmodrome,Proton,2008,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1820,2009-050A,Nimiq 5,Canada,Echostar Corporation (entire payload leased from Telesat Canada Ltd.),United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,15.0,4745.0,,,Baikonur Cosmodrome,Breeze M,2009,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1821,2012-026A,Nimiq 6,Canada,"Telesat Canada Ltd. (BCE, Inc.)",United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.09,15.0,4745.0,,,Baikonur Cosmodrome,Breeze M,2012,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1833,2019-009A,Nntara Satu,Indonesia,PT Pasifik Satelit Nntara,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,15.0,4100.0,,,Cape Canaveral,Falcon 9,2019,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1862,2005-003A,"NSS-10 (Star One C-12, AMC-12, Americom 12, Worldsat 2)",Netherlands,SES S.A.,France,Alcatel Space Industries,Commercial,Communications,,GEO,,1436.1,16.0,5396.0,,,Baikonur Cosmodrome,Proton/Breeze M,2005,2,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1863,2000-059A,"NSS-11 (Worldsat-1, AAP-1, GE-1A)",Netherlands,SES S.A.,United States of America,Lockheed Martin Commercial Space Systems,Commercial,Communications,,GEO,,1436.15,15.0,3582.0,2000,,Baikonur Cosmodrome,Proton K,2000,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1864,2009-058A,NSS-12,Netherlands,SES S.A.,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.08,15.0,4083.0,5624,,Guiana Space Center,Ariane 5,2009,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1865,2002-057A,NSS-6,Netherlands,SES S.A.,United States of America,Lockheed Martin Commercial Space Systems,Commercial,Communications,,GEO,,1436.12,13.0,4575.0,2600,0,Guiana Space Center,Ariane 4,2002,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1866,2002-019A,NSS-7,Netherlands,SES S.A.,United States of America,Lockheed Martin Commercial Space Systems,Commercial,Communications,,GEO,,1436.12,14.0,4500.0,2500,3900,Guiana Space Center,Ariane 42L,2002,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
1867,2009-008A,NSS-9,Netherlands,SES S.A.,United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.17,15.0,2238.0,1014,2300,Guiana Space Center,Ariane 5 ECA,2009,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2529,2014-054A,Optus 10,Australia,Optus Communications (Parent: Singapore Telecom),United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.11,15.0,3270.0,,,Guiana Space Center,Ariane 5 ECA,2014,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2530,2003-028B,Optus and Defence C1,Australia,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defense,United States of America,Space Systems/Loral,Multi Users,Communications,,GEO,,1436.08,15.0,4800.0,2000,10600,Guiana Space Center,Ariane 5G,2003,6,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2531,2006-043B,Optus D1,Australia,Optus Communications (Parent: Singapore Telecom),United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.08,15.0,2300.0,,4800,Guiana Space Center,Ariane 5 ECA,2006,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2532,2007-044A,Optus D2,Australia,Optus Communications (Parent: Singapore Telecom),United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.1,15.0,2400.0,,3800,Guiana Space Center,Ariane 5,2007,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2533,2009-044B,Optus D3,Australia,Optus Communications (Parent: Singapore Telecom),United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.04,15.0,2501.0,,5000,Guiana Space Center,Ariane 5,2009,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2580,2011-042A,Paksat-1R,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,China,China Aerospace Science and Technology Corp. (CASC),Multi Users,Communications,,GEO,,1436.1,15.0,5120.0,2100,,Xichang Satellite Launch Center,Long March 3B,2011,8,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2583,2009-047A,"PAN-1 (Nemesis, Palladium at Night, P360,  207)",United States of America,National Reconnaissance Office,United States of America,Lockheed Martin,Military,Earth Observation,Electronic Intelligence,GEO,,1436.12,13.0,4083.0,,,Cape Canaveral,Atlas 5,2009,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2647,2011-054A,QuetzSat-1,United States of America,SES S.A. -- total capacity leased to subsidiary of EchoStar Corp.,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.09,15.0,5514.0,,,Baikonur Cosmodrome,Proton M,2011,9,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2648,2010-045A,"QZS-1 (Quazi-Zenith Satellite System, Michibiki-1)",Japan,Japan Aerospace Exploration Agency (JAXA),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,,GEO,,1436.0,15.0,4000.0,,,Tanegashima Space Center,H2A,2010,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2649,2021-096A,"QZS-1R (Quazi-Zenith Satellite System, Michibiki Shogoki Kokei-ki)",Japan,Japan Aerospace Exploration Agency (JAXA),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,,GEO,,1436.0,15.0,4100.0,,,Tanegashima Space Center,H2A,2021,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2650,2017-028A,"QZS-2 (Quazi-Zenith Satellite System, Michibiki-2)",Japan,Japan Aerospace Exploration Agency (JAXA),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,,GEO,,1436.12,13.0,4000.0,,,Tanegashima Space Center,H2A,2017,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2651,2017-048A,"QZS-3 (Quazi-Zenith Satellite System, Michibiki-3)",Japan,Japan Aerospace Exploration Agency (JAXA),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,,GEO,,1436.1,15.0,4000.0,,,Tanegashima Space Center,H2A,2017,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2652,2017-062A,"QZS-4 (Quazi-Zenith Satellite System, Michibiki-4)",Japan,Japan Aerospace Exploration Agency (JAXA),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Navigation/Regional Positioning,,GEO,,1435.9,15.0,4000.0,,,Tanegashima Space Center,H2A,2017,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2658,2010-002A,Raduga 1-M2 (Raduga 1-9),Russia,Ministry of Defense,Russia,Applied Mechanics (NPO),Military,Communications,,GEO,,1436.06,5.0,2500.0,,,Baikonur Cosmodrome,Proton M,2010,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2659,2013-062A,Raduga 1-M3,Russia,Ministry of Defense,Russia,OAO Resetneva,Military,Communications,,GEO,,1436.13,5.0,2400.0,,,Baikonur Cosmodrome,Proton M,2013,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2762,2011-019A,"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",United States of America,US Air Force,United States of America,Lockheed Martin Space Systems,Military,Earth Observation,Infrared Imaging,GEO,,1436.11,12.0,4500.0,,,Cape Canaveral,Atlas 5,2011,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2763,2013-011A,"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)",United States of America,US Air Force,United States of America,Lockheed Martin Space Systems,Military,Earth Observation,Infrared Imaging,GEO,,1436.11,12.0,4500.0,,,Cape Canaveral,Atlas 5,2013,3,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2764,2017-004A,"SBIRS GEO 3 (Space Based Infrared System Geosynchronous 3, USA 273)",United States of America,US Air Force,United States of America,Lockheed Martin Space Systems,Military,Earth Observation,Infrared Imaging,GEO,,1436.11,12.0,4500.0,,,Cape Canaveral,Atlas 5,2017,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2765,2018-009A,"SBIRS GEO 4 (Space Based Infrared System Geosynchronous 4, USA 282)",United States of America,US Air Force,United States of America,Lockheed Martin Space Systems,Military,Earth Observation,Infrared Imaging,GEO,,1436.1,12.0,4500.0,,,Cape Canaveral,Atlas 5,2018,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2766,2021-042A,"SBIRS GEO 5 (Space Based Infrared System Geosynchronous 5, USA 315)",United States of America,US Air Force,United States of America,Lockheed Martin Space Systems,Military,Earth Observation,Infrared Imaging,GEO,,1436.1,12.0,4850.0,,,Cape Canaveral,Atlas 5,2021,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2767,2022-092A,"SBIRS GEO 6 (Space Based Infrared System Geosynchronous 6, USA 336)",United States of America,US Air Force,United States of America,Lockheed Martin Space Systems,Military,Earth Observation,Infrared Imaging,GEO,,1436.1,13.0,4850.0,,,Cape Canaveral,Atlas 5,2022,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2774,2010-005A,SDO (Solar Dynamics Observatory),United States of America,National Aeronautics and Space Administration (NASA),United States of America,Goddard Space Flight Center,Government,Space Science,,GEO,,1436.03,5.0,3100.0,1650,1500,Cape Canaveral,Atlas 5,2010,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2777,2011-011A,"SDS III-6 (Satellite Data System) NRO L-27, USA 227, Quasar)",United States of America,National Reconnaissance Office (NRO)/US Air Force,United States of America,National Reconnaissance Laboratory,Military,Communications,Data Relay,GEO,,1436.1,13.0,4083.0,,,Cape Canaveral,Delta 4,2011,3,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2778,2012-033A,"SDS III-7 (Satellite Data System) NRO L-38, USA 236, Quasar)",United States of America,National Reconnaissance Office (NRO)/US Air Force,United States of America,National Reconnaissance Laboratory,Military,Communications,Data Relay,GEO,,1436.1,13.0,4083.0,,,Cape Canaveral,Atlas 5,2012,6,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2779,2014-027A,"SDS III-8 (Satellite Data System) NRO L-33, USA 252, Quasar)",United States of America,National Reconnaissance Office (NRO)/US Air Force,United States of America,National Reconnaissance Laboratory,Military,Communications,Data Relay,GEO,,1436.1,13.0,4083.0,,,Cape Canaveral,Atlas 5,2014,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2780,2016-047A,"SDS IV-1 (Satellite Data System, NRO L-61, USA 269, Quasar)",United States of America,National Reconnaissance Office (NRO)/US Air Force,United States of America,National Reconnaissance Laboratory,Military,Communications,Data Relay,GEO,,1436.1,13.0,4083.0,,,Cape Canaveral,Atlas 5,2016,7,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2781,2017-066A,"SDS IV-2 (Satellite Data System, NRO L-62, USA 279, Quasar)",United States of America,National Reconnaissance Office (NRO)/US Air Force,United States of America,National Reconnaissance Laboratory,Military,Communications,Data Relay,GEO,,1436.1,13.0,4083.0,,,Cape Canaveral,Atlas 5,2017,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2794,2010-016A,SES-1 (AMC-4R),Luxembourg,SES S.A.,United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.1,15.0,4083.0,2561,5000,Baikonur Cosmodrome,Proton M,2010,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2799,2017-026A,SES-15,Luxembourg,SES S.A.,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,18.0,4083.0,,,Guiana Space Center,Soyuz,2017,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2800,2021-095A,SES-17,Luxembourg,SES S.A.,United Kingdom,Thales Alenia Space,Commercial,Communications,,GEO,,1437.2,18.0,6411.0,3500,,Guiana Space Center,Ariane 5,2021,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2801,2023-038A,SES-18,Luxembourg,SES S.A.,United States of America,Northrup Grumman,Commercial,Communications,,GEO,,1436.0,18.0,3605.0,1139,,Cape Canaveral,Falcon 9,2023,3,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2802,2023-038B,SES-19,Luxembourg,SES S.A.,United States of America,Northrup Grumman,Commercial,Communications,,GEO,,1436.0,18.0,3650.0,1280,,Cape Canaveral,Falcon 9,2023,3,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2803,2011-049A,SES-2,Luxembourg,SES S.A.,United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.19,18.0,3200.0,,5000,Guiana Space Center,Ariane 5 ECA,2011,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2804,2022-123A,SES-20,Luxembourg,SES S.A.,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,18.0,1600.0,,,Cape Canaveral,Atlas 5,2022,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2805,2022-123B,SES-21,Luxembourg,SES S.A.,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,18.0,1600.0,,,Cape Canaveral,Atlas 5,2022,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2806,2022-071A,SES-22,Luxembourg,SES S.A.,United Kingdom,Thales Alenia Space,Commercial,Communications,,GEO,,1439.0,18.0,3500.0,,,Cape Canaveral,Falcon 9,2022,6,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2807,2011-035A,SES-3,Luxembourg,SES S.A.,United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1439.41,15.0,3112.0,,,Baikonur Cosmodrome,Proton M,2011,7,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2808,2012-007A,SES-4,Luxembourg,SES S.A.,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,15.0,4083.0,,20000,Baikonur Cosmodrome,Proton M,2012,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2809,2012-036A,"SES-5 (Sirius 5, Astra 4B)",Luxembourg,SES S.A.,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.12,15.0,6007.0,,,Baikonur Cosmodrome,Proton M,2012,7,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2811,2009-027A,"SES-7 (Protostar 2, Indostar 2)",Luxembourg,SES S.A.,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,15.0,4007.0,,,Baikonur Cosmodrome,Breeze M,2009,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2812,2013-071A,SES-8,Luxembourg,SES S.A.,United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.07,15.0,3138.0,,,Cape Canaveral,Falcon 9,2013,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2813,2016-013A,SES-9,Luxembourg,SES S.A.,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.2,15.0,5271.0,2835,12700,Cape Canaveral,Falcon 9,2016,3,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2826,2017-018A,Shijian 13 (SJ-13),China,China Academy of Space Technology (CAST),China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,,GEO,,1436.1,13.0,4600.0,,,Xichang Satellite Launch Center,Long March 3B,2017,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2830,2016-065A,Shijian 17,China,China Satellite Communication Corp. (China Satcom),China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,1435.8,13.0,3800.0,,,Wenchang Satellite Launch Center,Long March 5,2016,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2831,2019-097A,Shijian 20,China,China Aerospace Science and Technology Corporation (CASC),China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,,GEO,,1436.1,20.0,7600.0,,,Wenchang Satellite Launch Center,Long March 5,2019,12,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2832,2021-094A,Shijian 21,China,China Aerospace Science and Technology Corporation (CASC),China,Shanghai Academy of Spaceflight Technology (SAST),Government,Technology Development,,GEO,,1436.0,13.0,5000.0,2500,,Xichang Satellite Launch Center,Long March 3B,2021,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2848,2021-129A,Shiyan 12-01,China,China Academy of Space Technology (CAST),China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,1436.5,13.0,3000.0,2000,,Wenchang Satellite Launch Center,Long March 7A,2021,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2849,2021-129B,Shiyan 12-02,China,China Academy of Space Technology (CAST),China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,1436.5,13.0,3000.0,2000,,Wenchang Satellite Launch Center,Long March 7A,2021,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2866,2021-019A,"Shiyan 9 (SY9, Experimental Satellite 9)",China,China Academy of Space Technology (CAST),China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,637.0,13.0,5000.0,3000,,Wenchang Satellite Launch Center,Long March 7A,2021,3,Heavy Weight Satellites,Long Expected Lifetime,Fast Rotation Period
2868,2001-005A,Sicral 1A,Italy,Italian Defense Ministry,Italy,Alenia Spazio,Military,Communications,,GEO,,1436.06,12.0,2596.0,1263,3300,Guiana Space Center,Ariane 44L,2001,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2869,2009-020A,Sicral 1B,Italy,Italian Defense Ministry/Telespazio,Italy,Thales Alenia Space Italia,Multi Users,Communications,,GEO,,1436.52,12.0,3038.0,,,Sea Launch Odyssey,Zenit 3SL,2009,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2874,2010-042A,"Sinosat-6 (Chinasat-6A, XN-6)",China,China Satellite Communication Corp. (China Satcom),China,China Academy of Space Technology (CAST),Commercial,Communications,,GEO,,1436.1,15.0,5000.0,,,Xichang Satellite Launch Center,Long March 3B,2010,9,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2878,2007-057A,Sirius 4 (Astra 4A),Sweden,SES S.A.,United States of America,Lockheed Martin Commercial Space Systems,Commercial,Communications,,GEO,,1436.1,15.0,4400.0,,,Baikonur Cosmodrome,Proton M,2007,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2879,2009-034A,Sirius FM-5,United States of America,Sirius XM Holdings,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.0,15.0,5800.0,,20000,Baikonur Cosmodrome,Proton M,2009,6,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2880,2013-058A,Sirius FM-6,United States of America,Sirius XM Holdings,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.16,15.0,6020.0,2975,20000,Baikonur Cosmodrome,Proton M,2013,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2881,2005-008A,Sirius XM-3 (Rhythm),United States of America,XM Satellite Radio,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,15.0,4703.0,,18000,Sea Launch Odyssey,Zenit 3SL,2005,3,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2882,2006-049A,Sirius XM-4 (Blues),United States of America,XM Satellite Radio,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.09,15.0,5193.0,,18000,Sea Launch Odyssey,Zenit 3SL,2006,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2883,2010-053A,Sirius XM-5,United States of America,Sirius XM Holdings,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.12,15.0,5983.0,,18000,Baikonur Cosmodrome,Proton M,2010,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2884,2021-049A,Sirius XM-8,United States of America,Sirius XM Holdings,United States of America,Maxar,Commercial,Communications,,GEO,,1436.1,15.0,7000.0,,18000,Cape Canaveral,Falcon 9,2021,6,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2889,2015-026B,Sky Mexico-1,Mexico,Sky Mexico,United States of America,Orbital ATK,Commercial,Communications,,GEO,,1436.0,18.0,3180.0,,,Guiana Space Center,Ariane 5 ECA,2015,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2890,2015-054A,Sky Muster 1 (NBN-1A),Australia,NBN Co (operated by Optus),United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1434.76,15.0,6440.0,,16400,Guiana Space Center,Ariane 5 ECA,2015,9,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2891,2016-060B,Sky Muster 2 (NBN-1B),Australia,NBN Co (operated by Optus),United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,15.0,6405.0,,16400,Guiana Space Center,Ariane 5,2016,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2902,2008-030A,Skynet 5C,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),United Kingdom,EADS Astrium,Military,Communications,,GEO,,1436.1,13.0,4600.0,,,Guiana Space Center,Ariane 5 ECA,2008,6,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2903,2012-075A,Skynet 5D,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),United Kingdom,EADS Astrium,Military,Communications,,GEO,,1436.24,15.0,4638.0,,,Guiana Space Center,Ariane 5 ECA,2012,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
2925,2010-061A,SkyTerra 1,United States of America,LightSquared,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.09,15.0,5360.0,3200,,Baikonur Cosmodrome,Breeze M,2010,11,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
